Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID3048947,3048947,0,129.025,41.523,19.984,0,5.050,101,0.250,1,-10921639,706.619,670,546,919,14839,92.379,0.300,0.046,0.670
ID3052033,3052033,0,83.662,41.499,19.878,0,5.100,102,0.250,1,-10921639,658.429,634,544,934,13827,97.541,0.602,0.028,0.367
ID3050475,3050475,0,140.414,41.553,19.929,0,5.150,103,0.250,1,-10921639,697.476,714,561,909,14647,100.044,0.300,0.057,0.749
ID3057443,3057443,0,55.295,41.499,19.904,0,5.200,104,0.250,1,-10921639,648.714,637,538,879,13623,85.938,0.400,0.008,0.118
ID3053576,3053576,0,211.682,41.506,19.965,0,5.250,105,0.250,1,-10921639,746.952,705,555,1082,15686,160.248,0.300,0.074,0.642
ID3055151,3055151,0,146.030,41.501,19.948,0,5.300,106,0.250,1,-10921639,721.286,664,570,970,15147,120.511,0.852,0.055,0.629
ID3057082,3057082,0,119.722,41.563,19.902,0,5.350,107,0.250,1,-10921639,692.714,698,544,1033,14547,113.438,0.300,0.051,0.591
ID3059818,3059818,0,177.224,41.519,19.645,0,5.400,108,0.250,1,-10921639,741.714,720,546,1080,15576,138.603,0.300,0.070,0.704
ID3061374,3061374,0,211.313,41.436,19.644,0,5.450,109,0.250,1,-10921639,753.952,736,527,1156,15833,148.812,0.300,0.085,0.793
ID3067536,3067536,0,191.617,41.523,19.599,0,5.500,110,0.250,1,-10921639,706.286,668,533,1034,14832,138.984,0.300,0.060,0.573
ID3065984,3065984,0,116.594,41.395,19.798,0,5.550,111,0.250,1,-10921639,680.048,651,560,1082,14281,114.327,0.603,0.041,0.472
ID3062930,3062930,0,58.957,41.452,19.879,0,5.600,112,0.250,1,-10921639,658.667,652,552,804,13832,75.114,0.400,0.028,0.470
ID3064435,3064435,0,54.012,41.162,19.845,0,5.650,113,0.250,1,-10921639,630.571,607,516,770,13242,76.377,0.300,0.016,0.266
ID3048654,3048654,1,67.049,13.014,9.297,0,5.050,101,0.250,1,-10921639,672.238,636,506,866,14117,97.896,0.799,0.014,0.193
ID3051760,3051760,1,181.320,13.206,9.465,0,5.100,102,0.250,1,-10921639,704.238,660,514,1054,14789,133.079,0.300,0.059,0.590
ID3050194,3050194,1,187.047,13.439,9.548,0,5.150,103,0.250,1,-10921639,712.571,656,578,1015,14964,117.816,0.300,0.062,0.704
ID3056886,3056886,1,58.743,13.332,9.544,0,5.200,104,0.250,1,-10921639,650.429,652,548,819,13659,69.397,0.300,0.016,0.293
